,subject,spam
572,"['re', 'xcomma', 'xlsquareb', 's', 'xhyphen', 't', 'xrsquareb', 'scoot', 'boss', 'wife', 'orders', 'hit', 'xdot']",0
573,"['re', 'xcomma', 'xlsquareb', 's', 'xhyphen', 't', 'xrsquareb', 'scoot', 'boss', 'wife', 'orders', 'hit', 'xdot']",0
574,"['re', 'xcomma', 'goodbye', 'global', 'warming']",0
575,"['re', 'xcomma', 'my', 'source', 'xcomma', 're', 'xcomma', 'a', 'biblical', 'digression']",0
576,"['re', 'xcomma', 'xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'fire', 'xdot', 'cloudmark', 'xdot', 'com', 'is', 'having', 'issues']",0
577,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'xdigit', 'xdot', 'xdigit', 'release', 'xcomma', 'oops', 'xhyphen', 'xhyphen', 'newer', 'freqs', 'xdot']",0
578,"['farker', 'chakalasp', 'dares', 'you', 'to', 'photoshop', 'him']",0
579,"['rip', 'xcomma', 'robert', 'l', 'forward']",0
580,"['re', 'xcomma', 'dylsexics', 'of', 'the', 'wrold', 'xcomma', 'untie', 'xclaim']",0
581,"['xlsquareb', 'use', 'perl', 'xrsquareb', 'headlines', 'for', 'xdigit', 'xhyphen', 'xdigit', 'xhyphen', 'xdigit']",0
582,"['use', 'new', 'apt', 'to', 'do', 'null', 'to', 'xexotic', 'upgrade', 'xquestionm']",0
583,"['play', 'by', 'play', 'xcomma', 'effective', 'memory', 'management']",0
584,"['do', 'you', 'have', 'a', 'handlebar', 'moustache', 'xquestionm', 'then', 'the', 'handlebar', 'club', 'is', 'the']",0
585,"['a', 'moment', 'of', 'silence', 'for', 'the', 'first', 'amendment', 'xlbracket', 'fwd', 'xrbracket']",0
586,"['holidays', 'for', 'freshrpms', 'xdot', 'net', 'xcomma', 'xhyphen', 'xrbracket']",0
587,"['re', 'xcomma', 'the', 'mime', 'information', 'you', 'requested', 'xlbracket', 'last', 'changed', 'xdigit', 'feb', 'xdigit', 'xrbracket']",0
588,"['re', 'xcomma', 'insert', 'signature']",0
589,"['re', 'xcomma', 'alsa', 'xhyphen', 'driver', 'xdot', 'spec', 'tweak', 'for', 'homemade', 'kernels']",0
590,"['quantum', 'cryptography', 'takes', 'to', 'the', 'skies']",0
591,"['re', 'xcomma', 'xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'razor', 'plugins', 'for', 'mozilla', 'xquestionm']",0
592,"['cloud', 'of', 'anti', 'xhyphen', 'atoms', 'created']",0
593,"['re', 'xcomma', 'hanson', 'sept', 'xdigit', 'message', 'in', 'the', 'national', 'review']",0
594,"['ken', 'dow', 'reports', 'that', 'the', 'current', 'version', 'of', 'omnioutliner', 'can', 'read']",0
595,"['re', 'xcomma', 'bad', 'focus', 'xslash', 'click', 'behaviours']",0
596,"['san', 'francisco', 'caffeine', 'tour']",0
597,"['xlsquareb', 'spambayes', 'xrsquareb', 'test', 'sets', 'xquestionm']",0
598,"['xexotic', 'market', 'closes', 'two', 'powergen', 'stations']",0
599,"['re', 'xcomma', 'earthviewer', 'xlbracket', 'was', 're', 'xcomma', 'whoa', 'xrbrace']",0
600,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'bayesian', 'and', 'bogofilter']",0
601,"['xlsquareb', 'spambayes', 'xrsquareb', 'test', 'sets', 'xquestionm']",0
602,"['re', 'xlsquareb', 'xdigit', 'xrsquareb', 'xcomma', 'selling', 'wedded', 'bliss', 'xlbracket', 'was', 're', 'xcomma', 'ouch', 'xdot', 'xdot', 'xdot', 'xrbracket']",0
603,"['xlsquareb', 'sacvs', 'xrsquareb', 'cvs', 'xcomma', 'spamassassin', 'xslash', 'lib', 'xslash', 'mail', 'spamassassin', 'xdot', 'pm', 'xcomma', 'xdigit', 'xdot', 'xdigit', 'xdot', 'xdigit', 'xdot', 'xdigit', 'xcomma', 'xdigit', 'xdot', 'xdigit', 'xdot', 'xdigit', 'xdot', 'xdigit']",0
604,"['data', 'xhyphen', 'mine', 'your', 'hard', 'xhyphen', 'drive', 'with', 'sixdegrees']",0
605,"['my', 'good', 'easy']",0
606,"['re', 'xcomma', 'xlsquareb', 'sadev', 'xrsquareb', 'phew', 'xclaim']",0
607,"['xlsquareb', 'spambayes', 'xrsquareb', 'spambayes', 'package', 'xquestionm']",0
608,"['xlsquareb', 'spambayes', 'xrsquareb', 'corpus', 'collection', 'xlbracket', 'was', 'xcomma', 're', 'xcomma', 'deployment', 'xrbracket']",0
609,"['re', 'xlsquareb', 'xdigit', 'xrsquareb', 'xcomma', 'selling', 'wedded', 'bliss', 'xlbracket', 'was', 're', 'xcomma', 'ouch', 'xdot', 'xdot', 'xdot', 'xrbracket']",0
610,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 're', 'xcomma', 'patent', 'on', 'tmda', 'xhyphen', 'like', 'system']",0
611,"['xlsquareb', 'sadev', 'xrsquareb', 'xlsquareb', 'bug', 'xdigit', 'xrsquareb', 'rules', 'broken', 'xcomma', 'ratware', 'xunderscore', 'xasterisk']",0
612,"['rights', 'fight']",0
613,"['news', 'xdot', 'com', 'xcomma', 'google', 'search', 'gets', 'newsier', 'xdot']",0
614,"['re', 'xcomma', 'xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'problem', 'with', 'razor', 'xdigit', 'xdot', 'xdigit', 'and', 'spamassassin', 'xdigit', 'xdot', 'xdigit']",0
615,"['xlsquareb', 'sadev', 'xrsquareb', 'xlsquareb', 'bug', 'xdigit', 'xrsquareb', 'spamassassin', 'does', 'not', 'work', 'with', 'glance', 'for']",0
616,"['re', 'xcomma', 'transcode', 'build', 'problem', 'xlbracket', 'was', 'xcomma', 'rh', 'xdigit', 'no', 'dma', 'for', 'dvd', 'drive', 'xrbracket']",0
617,"['the', 'boston', 'globe', 'on', 'linux', 'and', 'os', 'x']",0
618,"['paddick', 'backers', 'angry', 'at', 'met', 'move']",0
619,"['re', 'xcomma', 'selling', 'wedded', 'bliss', 'xlbracket', 'was', 're', 'xcomma', 'ouch', 'xdot', 'xdot', 'xdot', 'xrbracket']",0
620,"['re', 'xcomma', 'selling', 'wedded', 'bliss', 'xlbracket', 'was', 're', 'xcomma', 'ouch', 'xdot', 'xdot', 'xdot', 'xrbracket']",0
621,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'updating', 'sa']",0
622,"['re', 'xcomma', 'xlsquareb', 'ilug', 'xrsquareb', 'adsl', 'router', 'modem', 'combo']",0
623,"['xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'honor', 'is', 'not', 'in', 'csl']",0
624,"['re', 'xcomma', 'zoot', 'apt', 'xslash', 'openssh', 'xampersand', 'new', 'dvd', 'playing', 'doc']",0
625,"['re', 'xcomma', 'liberal', 'defnitions']",0
626,"['re', 'xcomma', 'new', 'gkrellm', 'xdigit', 'xdot', 'xdigit', 'xdot', 'xdigit', 'xcomma', 'xexotic', 'version']",0
627,"['re', 'xcomma', 'recommended', 'viewing']",0
628,"['re', 'xcomma', 'recommended', 'viewing']",0
629,"['re', 'xcomma', 'xlsquareb', 'sadev', 'xrsquareb', 'integrating', 'sa', 'with', 'mail', 'xcomma', 'xcomma', 'checkuser', 'xquestionm']",0
630,"['xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 're', 'xcomma', 'can', 'not', 'call', 'method', 'xquote', 'log', 'xquote', 'with', 'sa', 'xslash', 'xexotic']",0
631,"['re', 'xcomma', 'hanson', 'sept', 'xdigit', 'message', 'in', 'the', 'national', 'review']",0
632,"['re', 'xcomma', 'sorting']",0
633,"['xexotic', 'gene', 'therapy', 'trial', 'halted']",0
634,"['xlsquareb', 'spambayes', 'xrsquareb', 'test', 'sets', 'xquestionm']",0
635,"['xlsquareb', 'ilug', 'xrsquareb', 'marketing', 'sig', 'has', 'a', 'good', 'start', 'xcomma', 'xrbracket']",0
636,"['re', 'xcomma', 'our', 'friends', 'the', 'palestinians', 'xcomma', 'our', 'servants', 'in', 'government', 'xdot']",0
637,"['xlsquareb', 'spambayes', 'xrsquareb', 'test', 'sets', 'xquestionm']",0
638,"['re', 'xcomma', 'tiny', 'dns', 'swap']",0
639,"['re', 'xcomma', 'activebuddy']",0
640,"['re', 'xcomma', 'rh', 'xdigit', 'no', 'dma', 'for', 'dvd', 'drive']",0
641,"['re', 'xlsquareb', 'xdigit', 'xrsquareb', 'xcomma', 'so', 'i', 'missed', 'this', 'one', 'xdot', 'xdot', 'xdot']",0
642,"['re', 'xcomma', 'alsa', 'xlbracket', 'almost', 'xrbracket', 'made', 'easy']",0
643,"['xlsquareb', 'satalk', 'xrsquareb', 'compile', 'error', 'under', 'digital', 'unix']",0
644,"['xlsquareb', 'spambayes', 'xrsquareb', 'deployment']",0
645,"['re', 'xcomma', 'secure', 'sofware', 'key']",0
646,"['dumb', 'question', 'xcomma', 'x', 'client', 'behind', 'a', 'firewall', 'xquestionm']",0
647,"['xlsquareb', 'sadev', 'xrsquareb', 'xlsquareb', 'bug', 'xdigit', 'xrsquareb', 'new', 'xcomma', 'bondedsender', 'xdot', 'com', 'is', 'a', 'scam']",0
648,"['re', 'xcomma', 'apt', 'xdot', 'conf', 'suggestion']",0
649,"['my', 'source', 'xcomma', 're', 'xcomma', 'a', 'biblical', 'digression']",0
650,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'redhat', 'init', 'xdot', 'd', 'script', 'for', 'spamd', 'and', 'the', 'xhyphen', 'h', 'option']",0
651,"['re', 'xcomma', 'new', 'sequences', 'window']",0
652,"['property', 'rights', 'in', 'the', 'xexotic', 'world', 'xlbracket', 'de', 'soto', 'mystery', 'of', 'capital', 'xrbracket']",0
653,"['re', 'xcomma', 'xlsquareb', 'ilug', 'xrsquareb', 'using', 'normal', 'ide', 'device', 'with', 'a', 'dell', 'latitude', 'cpx', 'laptop']",0
654,"['re', 'xcomma', 'xlsquareb', 'zzzzteana', 'xrsquareb', 'bigfoot', 'and', 'big', 'feet', 'on', 'display', 'at', 'peabody']",0
655,"['apt', 'xhyphen', 'get', 'question']",0
656,"['i', 'have', 'been', 'hearing', 'a', 'lot', 'about', 'foaf', 'xcomma', 'which', 'is', 'an', 'acronym', 'for']",0
657,"['re', 'xcomma', 'alsa', 'problem', 'with', 'null', 'kernel']",0
658,"['re', 'xcomma', 'computational', 'recreations']",0
659,"['re', 'xcomma', 'cvs', 'report']",0
660,"['thunder', 'stealing']",0
661,"['xlsquareb', 'spambayes', 'xrsquareb', 'deployment']",0
662,['mplayer'],0
663,"['re', 'xcomma', 'hanson', 'sept', 'xdigit', 'message', 'in', 'the', 'national', 'review']",0
664,"['toy', 'otaku', 'heaven']",0
665,"['re', 'xcomma', 'xlsquareb', 'zzzzteana', 'xrsquareb', 'good', 'isp', 'for', 'mac', 'xquestionm']",0
666,"['gillmor', 'xcomma', 'apple', 'fair', 'xhyphen', 'use', 'friendly', 'os', 'xquestionm']",0
667,"['re', 'xcomma', 'xlsquareb', 'ilug', 'xrsquareb', 'interesting', 'article', 'on', 'free', 'software', 'licences']",0
668,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'xexotic', 'auth', 'xquestionm']",0
669,"['re', 'xcomma', 'comrade', 'communism', 'xlbracket', 'was', 're', 'xcomma', 'crony', 'capitalism', 'xlbracket', 'was', 're', 'xcomma', 'sed']",0
670,"['comrade', 'communism', 'xlbracket', 'was', 're', 'xcomma', 'crony', 'capitalism', 'xlbracket', 'was', 're', 'xcomma', 'sed']",0
671,"['re', 'xcomma', 'xlsquareb', 'ilug', 'xrsquareb', 'mini', 'xhyphen', 'itx']",0
672,"['re', 'xcomma', 'sorting']",0
673,"['re', 'xcomma', 'gabber', 'packages', 'for', 'xdigit', 'xdot', 'xdigit', 'xlbracket', 'was', 'xcomma', 'all', 'set', 'for', 'red', 'hat', 'linux', 'xdigit', 'xdot', 'xdigit', 'xrbracket']",0
674,"['xlsquareb', 'spambayes', 'xrsquareb', 'all', 'cap', 'or', 'cap', 'word', 'subjects']",0
675,"['re', 'xcomma', 'computational', 'recreations']",0
676,"['how', 'unlucky', 'can', 'you', 'get', 'xquestionm']",0
677,"['warning', 'xdot', 'mail', 'delayed', 'xcomma', 're', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'xlsquareb', 'ot', 'xrsquareb', 'perl', 'problem', 'and', 'xdigit', 'xdot', 'xdigit']",0
678,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'xlsquareb', 'ot', 'xrsquareb', 'perl', 'problem', 'and', 'xdigit', 'xdot', 'xdigit', 'released']",0
679,"['space', 'shuttle', 'ready', 'for', 'return']",0
680,"['all', 'digital']",0
681,"['re', 'xcomma', 'from']",0
682,"['re', 'xcomma', 're', 'xlsquareb', 'xdigit', 'xrsquareb', 'xcomma', 'selling', 'wedded', 'bliss', 'xlbracket', 'was', 're', 'xcomma', 'ouch', 'xdot', 'xdot', 'xdot', 'xrbracket']",0
683,"['re', 'xcomma', 'xine', 'src', 'package']",0
684,"['re', 'xcomma', 'signers', 'weren', 'not', 'angry', 'young', 'men', 'xlbracket', 'was', 'xcomma', 'java', 'is', 'for', 'kiddies', 'xrbracket']",0
685,"['think', 'before', 'you', 'leap', 'xcomma', 'man', 'flies', 'powered', 'parachute', 'into']",0
686,"['re', 'xcomma', 'slaughter', 'in', 'the', 'name', 'of', 'god']",0
687,"['re', 'xcomma', 'xlsquareb', 'zzzzteana', 'xrsquareb', 'fwd', 'xlbracket', 'tlcb', 'xrbracket', 'jimmy', 'carter', 'xcomma', 'the', 'troubling', 'xcomma', 'new', 'face', 'of', 'america']",0
688,"['re', 'xcomma', 'optical', 'analog', 'computing', 'xquestionm']",0
689,"['re', 'xcomma', 'optical', 'analog', 'computing', 'xquestionm']",0
690,"['play', 'by', 'play', 'xcomma', 'effective', 'memory', 'management']",0
691,"['re', 'xcomma', 'polit', 'xhyphen', 'spam']",0
692,"['re', 'xcomma', 'sf', 'weekly', 'ultimate', 'sf', 'date', 'lineup', 'xcomma', 'xhyphen', 'xrbracket']",0
693,"['y', 'xclaim', 'finance', 'rss', 'feeds', 'off']",0
694,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'too', 'funny']",0
695,"['exmh', 'xampersand', 'xampersand', 'speed']",0
696,"['disney', 'no', 'xhyphen', 'good', 'park', 'xhyphen', 'czar', 'replaced']",0
697,"['re', 'xcomma', 'the', 'gov', 'gets', 'tough', 'on', 'net', 'users', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'er', 'pirates', 'xdot', 'xdot']",0
698,"['re', 'xcomma', 'the', 'gov', 'gets', 'tough', 'on', 'net', 'users', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'er', 'pirates', 'xdot', 'xdot']",0
699,"['re', 'xcomma', 'whoa']",0
700,"['xdigit', 'xcomma', 'xdigit', 'exams', 'to', 'be', 'reviewed']",0
701,"['permanent', 'blue', 'skin', 'for', 'silver', 'drinking', 'politician']",0
702,"['our', 'men', 'from', 'the', 'private', 'sector']",0
703,"['re', 'xcomma', 'ebusiness', 'webforms', 'xcomma', 'cluetrain', 'has', 'left', 'the', 'station']",0
704,"['xlsquareb', 'spambayes', 'xrsquareb', 'test', 'sets', 'xquestionm']",0
705,"['hotel', 'information']",0
706,"['xlsquareb', 'sadev', 'xrsquareb', 'xlsquareb', 'bug', 'xdigit', 'xrsquareb', 'pathname', 'for', 'xquote', 'triplets', 'xdot', 'txt', 'xquote', 'is', 'incorrect', 'xdot']",0
707,"['re', 'xcomma', 'rh', 'xdigit', 'no', 'dma', 'for', 'dvd', 'drive']",0
708,"['reuters', 'xcomma', 'xquote', 'pets', 'may', 'not', 'only', 'provide', 'good', 'company', 'for', 'their']",0
709,"['re', 'xcomma', 'xlsquareb', 'zzzzteana', 'xrsquareb', 'that', 'wacky', 'imam']",0
710,"['re', 'xcomma', 'xexotic', 'the', 'war', 'prayer']",0
711,"['re', 'xcomma', 'goodbye', 'global', 'warming']",0
712,"['re', 'xcomma', 'alsa', 'xlbracket', 'almost', 'xrbracket', 'made', 'easy']",0
713,"['city', 'planning', 'funnies']",0
714,"['xlsquareb', 'satalk', 'xrsquareb', 'moving', 'spam', 'xcomma', 'results', 'to', 'bottom', 'of', 'message', 'xdot']",0
715,"['re', 'xcomma', 'xlsquareb', 'sadev', 'xrsquareb', 'xdigit', 'xdot', 'xdigit', 'xcomma', 'ready', 'for', 'release', 'xquestionm']",0
716,"['sed', 'xslash', 's', 'xslash', 'united', 'states', 'xslash', 'roman', 'empire', 'xslash', 'g']",0
717,"['re', 'xcomma', 'how', 'about', 'subsidizing', 'ssl', 'access', 'to', 'google', 'xquestionm']",0
718,"['alsa', 'xhyphen', 'driver', 'xdot', 'spec', 'tweak', 'for', 'homemade', 'kernels']",0
719,"['xlsquareb', 'spambayes', 'xrsquareb', 'deployment']",0
720,"['us', 'blueprint', 'for', 'smallpox', 'mass', 'xhyphen', 'vaccination']",0
721,"['re', 'xcomma', 'xmms', 'and', 'xdot', 'xexotic', 'files', 'xdot']",0
722,"['re', 'xcomma', 'alsa', 'xhyphen', 'driver', 'xdot', 'spec', 'tweak', 'for', 'homemade', 'kernels']",0
723,"['re', 'xcomma', 'bad', 'focus', 'xslash', 'click', 'behaviours']",0
724,"['re', 'xcomma', 'new', 'sequences', 'window']",0
725,"['nobel', 'prize', 'for', 'british', 'and', 'us', 'scientists']",0
726,"['west', 'nile', 'virus', 'transmitted', 'in', 'breast', 'milk']",0
727,"['re', 'xcomma', 'recommended', 'viewing']",0
728,"['re', 'xcomma', 'from']",0
729,"['re', 'xcomma', 'from']",0
730,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'getting', 'single', 'xhyphen', 'user', 'spam', 'assassin', 'to', 'work', 'in', 'freebsd']",0
731,"['re', 'xcomma', 'python', 'xdigit', 'xdot', 'xdigit', 'site', 'libs', 'xquestionm']",0
732,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'permsgstatus', 'xdot', 'pm', 'error', 'xquestionm']",0
733,"['earthviewer', 'xlbracket', 'was', 're', 'xcomma', 'whoa', 'xrbrace']",0
734,"['a', 'biblical', 'digression']",0
735,"['fight', 'piracy', 'xhyphen', 'xhyphen', 'regulate', 'potty', 'chairs', 'xclaim']",0
736,"['re', 'xcomma', 'arrrghhh', 'had', 'gpg', 'working', 'xcomma', 'now', 'it', 'doesnt', 'xdot']",0
737,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'dependencies', 'xslash', 'pre', 'xhyphen', 'requisites', 'for', 'installation', 'in']",0
738,"['xlsquareb', 'sadev', 'xrsquareb', 'xlsquareb', 'bug', 'xdigit', 'xrsquareb', 'spam', 'xunderscore', 'level', 'xunderscore', 'char', 'option', 'change', 'xslash', 'removal']",0
739,"['re', 'xcomma', 'xlsquareb', 'sadev', 'xrsquareb', 'spam', 'xunderscore', 'level', 'xunderscore', 'char', 'option', 'change', 'xslash', 'removal']",0
740,"['brown', 'accused', 'of', 'backtracking', 'on', 'regional', 'museums']",0
741,"['conversations', 'from', 'gdc', 'europe', 'xcomma', 'bill', 'fulton', 'xcomma', 'zeno', 'colaco', 'xcomma', 'harvey', 'smith']",0
742,"['re', 'xcomma', 'boycotting', 'yahoo']",0
743,"['re', 'xcomma', 'xlsquareb', 'ilug', 'xrsquareb', 'modem', 'question']",0
744,"['xlsquareb', 'spambayes', 'xrsquareb', 'xtreme', 'training']",0
745,"['xlsquareb', 'spambayes', 'xrsquareb', 'maybe', 'change', 'x', 'xhyphen', 'spam', 'xhyphen', 'disposition', 'to', 'something', 'else', 'xdot', 'xdot', 'xdot']",0
746,"['reflections', 'from', 'gdc', 'europe', 'xcomma', 'it', 'a', 'complex', 'xlbracket', 'game', 'xrbracket', 'world']",0
747,"['xlsquareb', 'use', 'perl', 'xrsquareb', 'headlines', 'for', 'xdigit', 'xhyphen', 'xdigit', 'xhyphen', 'xdigit']",0
748,"['apple', 'switch', 'parodies']",0
749,"['re', 'xcomma', 'the', 'curse', 'of', 'india', 'socialism']",0
750,"['xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 're', 'xcomma', 'collision', 'of', 'hashes', 'xquestionm']",0
751,"['re', 'xcomma', 'hanson', 'sept', 'xdigit', 'message', 'in', 'the', 'national', 'review']",0
752,"['xlsquareb', 'sadev', 'xrsquareb', 'xlsquareb', 'bug', 'xdigit', 'xrsquareb', 'razor', 'debugging', 'isn', 'not', 'functioning']",0
753,"['re', 'xcomma', 'digital', 'radio', 'playlists', 'are', 'prohibited', 'xquestionm', 'xclaim']",0
754,"['xlsquareb', 'cyberia', 'xrsquareb', 'xlsquareb', 'final', 'cfp', 'xrsquareb', 'xcomma', 'int', 'xdot', 'j', 'xdot', 'on', 'it', 'standards', 'research']",0
755,"['xlsquareb', 'cyberia', 'xrsquareb', 'xlsquareb', 'final', 'cfp', 'xrsquareb', 'xcomma', 'int', 'xdot', 'j', 'xdot', 'on', 'it', 'standards', 'research']",0
756,"['re', 'xcomma', 'xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'spamassassin', 'xplus', 'xexotic']",0
757,"['re', 'xcomma', 'xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'spamassassin', 'xplus', 'xexotic']",0
758,"['xlsquareb', 'spambayes', 'xrsquareb', 'spambayes', 'package', 'xquestionm']",0
759,"['four', 'ways', 'to', 'use', 'symbols', 'to', 'add', 'emotional', 'depth', 'to', 'games']",0
760,"['re', 'xcomma', 'http', 'xcomma', 'xslash', 'xslash', 'apt', 'xdot', 'nixia', 'xdot', 'no', 'xslash']",0
761,"['teach', 'a', 'man', 'to', 'fish']",0
762,"['when', 'an', 'engineer', 'flaps', 'his', 'wings']",0
763,"['re', 'xcomma', 'arrrghhh', 'had', 'gpg', 'working', 'xcomma', 'now', 'it', 'doesnt', 'xdot']",0
764,"['re', 'xcomma', 'sed', 'xslash', 's', 'xslash', 'united', 'states', 'xslash', 'roman', 'empire', 'xslash', 'g']",0
765,"['xlsquareb', 'sadev', 'xrsquareb', 'interesting', 'approach', 'to', 'spam', 'handling', 'xdot', 'xdot']",0
766,"['re', 'xcomma', 'use', 'of', 'base', 'image', 'xslash', 'delta', 'image', 'for', 'automated', 'recovery', 'from']",0
767,"['re', 'xcomma', 'datapower', 'announces', 'xml', 'xhyphen', 'in', 'xhyphen', 'silicon']",0
768,"['xlsquareb', 'spambayes', 'xrsquareb', 'deployment']",0
769,"['re', 'xcomma', 'use', 'new', 'apt', 'to', 'do', 'null', 'to', 'xexotic', 'upgrade', 'xquestionm']",0
770,"['rss', 'critical', 'mass']",0
771,"['patch', 'to', 'enable', 'xslash', 'disable', 'log']",0
772,"['problem', 'building', 'lame', 'xhyphen', 'xdigit', 'xdot', 'xdigit', 'xhyphen', 'xexotic', 'xdot', 'src', 'xdot', 'rpm', 'on', 'xexotic']",0
773,"['turkey', 'city', 'lexicon']",0
774,"['xlsquareb', 'zzzzteana', 'xrsquareb', 'compensation', 'for', 'world', 'youngest', 'mother']",0
775,"['re', 'xcomma', 'a', 'moment', 'of', 'silence', 'for', 'the', 'first', 'amendment', 'xlbracket', 'fwd', 'xrbracket']",0
776,"['re', 'xcomma', 'linking', 'message', 'xlsquareb', 'was', 'xcomma', 're', 'xcomma', 'patch', 'to', 'complete', 'a', 'change', 'xdot', 'xdot', 'xdot', 'xrsquareb']",0
777,"['kanu', 'at', 'the', 'double']",0
778,"['re', 'xcomma', 'dylsexics', 'of', 'the', 'wrold', 'xcomma', 'untie', 'xclaim']",0
779,"['speaking', 'in', 'texas', 'this', 'friday']",0
780,"['note', 'to', 'self', 'xcomma', 'read', 'the', 'pingback', 'spec', 'xdot', 'form', 'opinion', 'xdot']",0
781,"['friends', 'don', 'not', 'let', 'friends', 'swim', 'drunk', 'xdot', 'paging', 'dr', 'xdot', 'darwin', 'xdot', 'xdot']",0
782,"['re', 'xcomma', 'alsa', 'xlbracket', 'almost', 'xrbracket', 'made', 'easy']",0
783,"['the', 'big', 'jump']",0
784,"['xlsquareb', 'spambayes', 'xrsquareb', 'test', 'sets', 'xquestionm']",0
785,"['re', 'xcomma', 'apt', 'problems']",0
786,"['xlsquareb', 'razor', 'xhyphen', 'users', 'xrsquareb', 'the', 'xhyphen', 'lm', 'xdigit', 'blues']",0
787,"['re', 'xcomma', 'sorting']",0
788,"['xlsquareb', 'sacvs', 'xrsquareb', 'cvs', 'xcomma', 'spamassassin', 'xslash', 'masses', 'xslash', 'tenpass', 'xhyphen', 'new', 'directory']",0
789,"['re', 'xcomma', 'use', 'new', 'apt', 'to', 'do', 'null', 'to', 'xexotic', 'upgrade', 'xquestionm']",0
790,"['plan', 'to', 'recover', 'nuclear', 'gas', 'rejected']",0
791,"['family', 'refuses', 'to', 'cancel', 'expensive', 'wedding', 'just', 'because', 'the', 'groom']",0
792,"['xlsquareb', 'use', 'perl', 'xrsquareb', 'stories', 'for', 'xdigit', 'xhyphen', 'xdigit', 'xhyphen', 'xdigit']",0
793,"['re', 'xcomma', 'unseen', 'window', 'versus', 'sequences', 'window']",0
794,"['re', 'xcomma', 'slaughter', 'in', 'the', 'name', 'of', 'god']",0
795,"['re', 'xcomma', 'xlsquareb', 'satalk', 'xrsquareb', 'testing', 'the', 'install']",0
796,"['daypop', 'is', 'back', 'xdot', 'xunderscore', 'ye', 'xhyphen', 'hi', 'xdot', 'xunderscore']",0
797,"['re', 'xcomma', 'new', 'sequences', 'window']",0
798,"['re', 'xcomma', 'apt', 'repository', 'authentication', 'xcomma', 'it', 'time']",0
799,"['xlsquareb', 'zzzzteana', 'xrsquareb', 're', 'xcomma', 'latest', 'iraq', 'xhyphen', 'related', 'news']",0
800,"['http', 'xcomma', 'xslash', 'xslash', 'apt', 'xdot', 'nixia', 'xdot', 'no', 'xslash']",0
801,"['re', 'xcomma', 'sed', 'xslash', 's', 'xslash', 'united', 'states', 'xslash', 'roman', 'empire', 'xslash', 'g']",0
802,"['usability', 'problems', 'with', 'mozilla']",0
803,"['ringing', 'bell', 'on', 'other', 'computer']",0
804,"['curried', 'radiation', 'burns']",0
805,"['xine', 'src', 'packge', 'still', 'gives', 'errors']",0
806,"['re', 'xcomma', 'liberal', 'defnitions']",0
807,"['balloon', 'flight', 'challenges', 'deflate']",0
808,"['re', 'xcomma', 'xquote', 'holiday', 'season', 'xquote', 'xdigit', 'begins']",0
809,"['bank', 'of', 'ireland', 'admits', 'abbey', 'overtures']",0
810,"['government', 'plans', 'to', 'hand', 'out', 'free', 'valium']",0
811,"['stark', 'raving', 'sane']",0
812,"['re', 'xcomma', 'economist', 'xcomma', 'internet', 'models', 'xcomma', 'viral', 'spread', 'xcomma', 'social', 'diseases']",0
813,"['a', 'watched', 'server', 'never', 'breaks']",0
814,"['re', 'xcomma', 'slaughter', 'in', 'the', 'name', 'of', 'god']",0
815,"['re', 'xcomma', 'all', 'set', 'for', 'red', 'hat', 'linux', 'xdigit', 'xdot', 'xdigit']",0
816,"['al', 'xhyphen', 'qaida', 'suspected', 'in', 'tanker', 'blast']",0
817,"['selling', 'wedded', 'bliss', 'xlbracket', 'was', 're', 'xcomma', 'ouch', 'xdot', 'xdot', 'xdot', 'xrbracket']",0
818,"['eddie', 'kessler', 'describes', 'programming', 'at', 'napster', 'xdot', 'ray', 'ozzie', 'has']",0
819,"['re', 'xcomma', 'earthviewer', 'apps', 're', 'xcomma', 'whoa']",0
820,"['re', 'xcomma', 'all', 'set', 'for', 'red', 'hat', 'linux', 'xdigit', 'xdot', 'xdigit']",0
